Ensembl Id	Gene Name	Description	Entrez	Genbank	UniGene
ENSG00000148408	CACNA1B	"calcium channel, voltage-dependent, N type, alpha 1B subunit [Source:HGNC Symbol;Acc:1389]"	774	AAG13645	Hs.495522
ENSG00000148468	FAM171A1	"family with sequence similarity 171, member A1 [Source:HGNC Symbol;Acc:23522]"	221061		Hs.708191
ENSG00000148604	RGR	retinal G protein coupled receptor [Source:HGNC Symbol;Acc:9990]	5995	AAH08094	Hs.1544
ENSG00000148634	HERC4	HECT and RLD domain containing E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:24521]	26091		Hs.666284
ENSG00000148737	TCF7L2	"transcription factor 7-like 2 (T-cell specific, HMG-box) [Source:HGNC Symbol;Acc:11641]"	6934	ADK35187	Hs.706243
ENSG00000148773	MKI67	marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:7107]	4288	CAA46519	Hs.80976
ENSG00000148925	BTBD10	BTB (POZ) domain containing 10 [Source:HGNC Symbol;Acc:21445]	84280	BAH11714	Hs.622380
ENSG00000148926	ADM	adrenomedullin [Source:HGNC Symbol;Acc:259]	133		Hs.441047
ENSG00000149091	DGKZ	"diacylglycerol kinase, zeta [Source:HGNC Symbol;Acc:2857]"	8525	BAH13309	Hs.502461
ENSG00000149131	SERPING1	"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1 [Source:HGNC Symbol;Acc:1228]"	710	BAG64762	Hs.384598
ENSG00000149133	OR5F1	"olfactory receptor, family 5, subfamily F, member 1 [Source:HGNC Symbol;Acc:8343]"	338674	EAW73694	Hs.553702
ENSG00000149294	NCAM1	neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:7656]	4684	CAA34739	Hs.733031
ENSG00000149308	NPAT	"nuclear protein, ataxia-telangiectasia locus [Source:HGNC Symbol;Acc:7896]"	4863		Hs.171061
ENSG00000149418	ST14	suppression of tumorigenicity 14 (colon carcinoma) [Source:HGNC Symbol;Acc:11344]	6768	AAH18146	Hs.618945
ENSG00000149428	HYOU1	hypoxia up-regulated 1 [Source:HGNC Symbol;Acc:16931]	10525	BAH14145	Hs.277704
ENSG00000149451	ADAM33	ADAM metallopeptidase domain 33 [Source:HGNC Symbol;Acc:15478]	80332	EAX10525	
ENSG00000149527	PLCH2	"phospholipase C, eta 2 [Source:HGNC Symbol;Acc:29037]"	9651	ABA12209	Hs.170156
ENSG00000149547	EI24	etoposide induced 2.4 [Source:HGNC Symbol;Acc:13276]	9538	AAC39531	Hs.744467
ENSG00000149923	PPP4C	"protein phosphatase 4, catalytic subunit [Source:HGNC Symbol;Acc:9319]"	5531	EAW79930	Hs.534338
ENSG00000150093	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12) [Source:HGNC Symbol;Acc:6153]"	3688		Hs.643813
ENSG00000150281	CTF1	cardiotrophin 1 [Source:HGNC Symbol;Acc:2499]	1489	AAD12173	Hs.483811
ENSG00000150347	ARID5B	AT rich interactive domain 5B (MRF1-like) [Source:HGNC Symbol;Acc:17362]	84159	CAH72685	Hs.643774
ENSG00000150540	HNMT	histamine N-methyltransferase [Source:HGNC Symbol;Acc:5028]	3176	BAA03752	Hs.738792
ENSG00000150627	WDR17	WD repeat domain 17 [Source:HGNC Symbol;Acc:16661]	116966		Hs.617434
ENSG00000150630	VEGFC	vascular endothelial growth factor C [Source:HGNC Symbol;Acc:12682]	7424	CAA63907	Hs.435215
ENSG00000150687	PRSS23	"protease, serine, 23 [Source:HGNC Symbol;Acc:14370]"	11098	BAG65155	Hs.729257
ENSG00000150938	CRIM1	cysteine rich transmembrane BMP regulator 1 (chordin-like) [Source:HGNC Symbol;Acc:2359]	51232		Hs.699247
ENSG00000150967	ABCB9	"ATP-binding cassette, sub-family B (MDR/TAP), member 9 [Source:HGNC Symbol;Acc:50]"	23457	AAH64384	Hs.511951
ENSG00000151067	CACNA1C	"calcium channel, voltage-dependent, L type, alpha 1C subunit [Source:HGNC Symbol;Acc:1390]"	775	CAD61169	Hs.697137
ENSG00000151229	SLC2A13	"solute carrier family 2 (facilitated glucose transporter), member 13 [Source:HGNC Symbol;Acc:15956]"	114134	AAH47507	Hs.688828
ENSG00000151360	ALLC	allantoicase [Source:HGNC Symbol;Acc:17377]	55821	BAG63639	Hs.97899
ENSG00000151364	KCTD14	potassium channel tetramerization domain containing 14 [Source:HGNC Symbol;Acc:23295]	65987	BAG36615	Hs.709780
ENSG00000151414	NEK7	NIMA-related kinase 7 [Source:HGNC Symbol;Acc:13386]	140609		Hs.745083
ENSG00000151470	C4orf33	chromosome 4 open reading frame 33 [Source:HGNC Symbol;Acc:27025]	132321		Hs.567679
ENSG00000151474	FRMD4A	FERM domain containing 4A [Source:HGNC Symbol;Acc:25491]	55691		Hs.330463
ENSG00000151846	PABPC3	"poly(A) binding protein, cytoplasmic 3 [Source:HGNC Symbol;Acc:8556]"	5042	ABB92425	Hs.458280
ENSG00000151914	DST	dystonin [Source:HGNC Symbol;Acc:1090]	667	AAH65536	Hs.728928
ENSG00000152042	NBPF11	"neuroblastoma breakpoint family, member 11 [Source:HGNC Symbol;Acc:31993]"	200030		Hs.676059
ENSG00000152061	RABGAP1L	RAB GTPase activating protein 1-like [Source:HGNC Symbol;Acc:24663]	9910	BAH14726	Hs.744937
ENSG00000152078	TMEM56	transmembrane protein 56 [Source:HGNC Symbol;Acc:26477]	148534		Hs.707055
ENSG00000152102	FAM168B	"family with sequence similarity 168, member B [Source:HGNC Symbol;Acc:27016]"	130074	AAP79599	Hs.627022
ENSG00000152457	DCLRE1C	DNA cross-link repair 1C [Source:HGNC Symbol;Acc:17642]	64421		Hs.737284
ENSG00000152689	RASGRP3	RAS guanyl releasing protein 3 (calcium and DAG-regulated) [Source:HGNC Symbol;Acc:14545]	25780		Hs.143674
ENSG00000152778	IFIT5	interferon-induced protein with tetratricopeptide repeats 5 [Source:HGNC Symbol;Acc:13328]	24138	BAG56862	Hs.633385
ENSG00000152795	HNRNPDL	heterogeneous nuclear ribonucleoprotein D-like [Source:HGNC Symbol;Acc:5037]	9987	BAG57844	Hs.743490
ENSG00000152990	GPR125	G protein-coupled receptor 125 [Source:HGNC Symbol;Acc:13839]	166647	AAR11374	Hs.737680
ENSG00000153162	BMP6	bone morphogenetic protein 6 [Source:HGNC Symbol;Acc:1073]	654	BAG62319	Hs.285671
ENSG00000153303	FRMD1	FERM domain containing 1 [Source:HGNC Symbol;Acc:21240]	79981		Hs.739361
ENSG00000153721	CNKSR3	CNKSR family member 3 [Source:HGNC Symbol;Acc:23034]	154043		Hs.621328
ENSG00000153786	ZDHHC7	"zinc finger, DHHC-type containing 7 [Source:HGNC Symbol;Acc:18459]"	55625		Hs.734672
ENSG00000153922	CHD1	chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:1915]	1105		Hs.718669
ENSG00000153933	DGKE	"diacylglycerol kinase, epsilon 64kDa [Source:HGNC Symbol;Acc:2852]"	8526		Hs.734702
ENSG00000153989	NUS1	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21042]	116150	CAI19895	Hs.735726
ENSG00000154096	THY1	Thy-1 cell surface antigen [Source:HGNC Symbol;Acc:11801]	7070		Hs.744179
ENSG00000154143	PANX3	pannexin 3 [Source:HGNC Symbol;Acc:20573]	116337	AAK95655	Hs.99235
ENSG00000154165	GPR15	G protein-coupled receptor 15 [Source:HGNC Symbol;Acc:4469]	2838	ACI96307	Hs.563128
ENSG00000154174	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:11985]	9868	BAG52062	Hs.227253
ENSG00000154188	ANGPT1	angiopoietin 1 [Source:HGNC Symbol;Acc:484]	284		Hs.613780
ENSG00000154252	GAL3ST2	galactose-3-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:24869]	64090	BAB16844	Hs.632556
ENSG00000154451	GBP5	guanylate binding protein 5 [Source:HGNC Symbol;Acc:19895]	115362	BAC03460	Hs.513726
ENSG00000154553	PDLIM3	PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:20767]	27295		Hs.701364
ENSG00000154639	CXADR	coxsackie virus and adenovirus receptor [Source:HGNC Symbol;Acc:2559]	1525	AAC51234	Hs.738988
ENSG00000154645	CHODL	chondrolectin [Source:HGNC Symbol;Acc:17807]	140578	AAL05981	Hs.283725
ENSG00000154889	MPPE1	metallophosphoesterase 1 [Source:HGNC Symbol;Acc:15988]	65258		Hs.712666
ENSG00000155111	CDK19	cyclin-dependent kinase 19 [Source:HGNC Symbol;Acc:19338]	23097	BAG62273	Hs.744895
ENSG00000155252	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:30031]	55361		Hs.25300
ENSG00000155287	SLC25A28	"solute carrier family 25 (mitochondrial iron transporter), member 28 [Source:HGNC Symbol;Acc:23472]"	81894	AAK49519	
ENSG00000155366	RHOC	ras homolog family member C [Source:HGNC Symbol;Acc:669]	389		Hs.502659
ENSG00000155367	PPM1J	"protein phosphatase, Mg2+/Mn2+ dependent, 1J [Source:HGNC Symbol;Acc:20785]"	333926	EAW56542	Hs.655231
ENSG00000155393	HEATR3	HEAT repeat containing 3 [Source:HGNC Symbol;Acc:26087]	55027	EAW82744	Hs.715109
ENSG00000155495	MAGEC1	"melanoma antigen family C, 1 [Source:HGNC Symbol;Acc:6812]"	9947	AAI27772	Hs.132194
ENSG00000155666	KDM8	lysine (K)-specific demethylase 8 [Source:HGNC Symbol;Acc:25840]	79831		Hs.145717
ENSG00000155792	DEPTOR	DEP domain containing MTOR-interacting protein [Source:HGNC Symbol;Acc:22953]	64798	CAB66613	Hs.112981
ENSG00000155827	RNF20	"ring finger protein 20, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:10062]"	56254		Hs.729085
ENSG00000155957	TMBIM4	transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:24257]	51643	EAW97162	Hs.622733
ENSG00000156049	GNA14	"guanine nucleotide binding protein (G protein), alpha 14 [Source:HGNC Symbol;Acc:4382]"	9630	BAG35367	Hs.657795
ENSG00000156162	DPY19L4	dpy-19-like 4 (C. elegans) [Source:HGNC Symbol;Acc:27829]	286148	BAC85664	Hs.567828
ENSG00000156232	WHAMM	"WAS protein homolog associated with actin, golgi membranes and microtubules [Source:HGNC Symbol;Acc:30493]"	123720	BAC05201	Hs.377360
ENSG00000156273	BACH1	"BTB and CNC homology 1, basic leucine zipper transcription factor 1 [Source:HGNC Symbol;Acc:935]"	571	BAG36528	Hs.154276
ENSG00000156500	FAM122C	family with sequence similarity 122C [Source:HGNC Symbol;Acc:25202]	159091	BAG58408	Hs.269127
ENSG00000156587	UBE2L6	ubiquitin-conjugating enzyme E2L 6 [Source:HGNC Symbol;Acc:12490]	9246		Hs.623506
ENSG00000156642	NPTN	neuroplastin [Source:HGNC Symbol;Acc:17867]	27020		Hs.744867
ENSG00000156959	LHFPL4	lipoma HMGIC fusion partner-like 4 [Source:HGNC Symbol;Acc:29568]	375323	AAP37013	Hs.56782
ENSG00000157005	SST	somatostatin [Source:HGNC Symbol;Acc:11329]	6750	BAG35110	
ENSG00000157064	NMNAT2	nicotinamide nucleotide adenylyltransferase 2 [Source:HGNC Symbol;Acc:16789]	23057	AAG60615	Hs.497123
ENSG00000157150	TIMP4	TIMP metallopeptidase inhibitor 4 [Source:HGNC Symbol;Acc:11823]	7079	AAB40391	Hs.680672
ENSG00000157227	MMP14	matrix metallopeptidase 14 (membrane-inserted) [Source:HGNC Symbol;Acc:7160]	4323		Hs.2399
ENSG00000157350	ST3GAL2	"ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:10863]"	6483	AAB40389	Hs.639462
ENSG00000157557	ETS2	v-ets avian erythroblastosis virus E26 oncogene homolog 2 [Source:HGNC Symbol;Acc:3489]	2114		Hs.716040
ENSG00000157601	MX1	"myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse) [Source:HGNC Symbol;Acc:7532]"	4599		Hs.679475
ENSG00000157613	CREB3L1	cAMP responsive element binding protein 3-like 1 [Source:HGNC Symbol;Acc:18856]	90993		Hs.405961
ENSG00000157654	PALM2-AKAP2	PALM2-AKAP2 readthrough [Source:HGNC Symbol;Acc:33529]	11217	CAC38839	Hs.604711
ENSG00000157873	TNFRSF14	"tumor necrosis factor receptor superfamily, member 14 [Source:HGNC Symbol;Acc:11912]"	8764	AAD00505	Hs.733326
ENSG00000157950	SSX2B	"synovial sarcoma, X breakpoint 2B [Source:HGNC Symbol;Acc:22263]"	6757	AAF44724	
ENSG00000158077	NLRP14	"NLR family, pyrin domain containing 14 [Source:HGNC Symbol;Acc:22939]"	338323	AAO18165	Hs.449637
ENSG00000158125	XDH	xanthine dehydrogenase [Source:HGNC Symbol;Acc:12805]	7498	AAX76512	Hs.250
ENSG00000158163	DZIP1L	DAZ interacting zinc finger protein 1-like [Source:HGNC Symbol;Acc:26551]	199221		Hs.351403
ENSG00000158470	B4GALT5	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5 [Source:HGNC Symbol;Acc:928]"	9334	BAC07182	Hs.370487
ENSG00000158555	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5 [Source:HGNC Symbol;Acc:28804]	81544		Hs.671860
ENSG00000158571	PFKFB1	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 [Source:HGNC Symbol;Acc:8872]"	5207	AAH96077	Hs.444304
ENSG00000158869	FCER1G	"Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide [Source:HGNC Symbol;Acc:3611]"	2207	AAA35828	Hs.433300
ENSG00000159131	GART	"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:4163]"	2618		Hs.732078
ENSG00000159140	SON	SON DNA binding protein [Source:HGNC Symbol;Acc:11183]	6651		Hs.656725
ENSG00000159164	SV2A	synaptic vesicle glycoprotein 2A [Source:HGNC Symbol;Acc:20566]	9900	BAC11645	Hs.516153
ENSG00000159231	CBR3	carbonyl reductase 3 [Source:HGNC Symbol;Acc:1549]	874	BAA33500	Hs.154510
ENSG00000159403	C1R	"complement component 1, r subcomponent [Source:HGNC Symbol;Acc:1246]"	715	BAG60662	Hs.600829
ENSG00000159618	GPR114	G protein-coupled receptor 114 [Source:HGNC Symbol;Acc:19010]	221188	AAQ88812	Hs.609254
ENSG00000159882	ZNF230	zinc finger protein 230 [Source:HGNC Symbol;Acc:13024]	7773		Hs.193583
ENSG00000160145	KALRN	"kalirin, RhoGEF kinase [Source:HGNC Symbol;Acc:4814]"	8997	EAW79412	Hs.8004
ENSG00000160182	TFF1	trefoil factor 1 [Source:HGNC Symbol;Acc:11755]	7031	CAA25155	
ENSG00000160216	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:HGNC Symbol;Acc:326]	56894		Hs.738662
ENSG00000160223	ICOSLG	inducible T-cell co-stimulator ligand [Source:HGNC Symbol;Acc:17087]	23308	BAG52170	Hs.14155
ENSG00000160460	SPTBN4	"spectrin, beta, non-erythrocytic 4 [Source:HGNC Symbol;Acc:14896]"	57731		Hs.32706
ENSG00000160471	COX6B2	cytochrome c oxidase subunit VIb polypeptide 2 (testis) [Source:HGNC Symbol;Acc:24380]	125965	AAN46751	Hs.736127
ENSG00000160710	ADAR	"adenosine deaminase, RNA-specific [Source:HGNC Symbol;Acc:225]"	103		Hs.659290
ENSG00000160867	FGFR4	fibroblast growth factor receptor 4 [Source:HGNC Symbol;Acc:3691]	2264	ACF47638	
ENSG00000160932	LY6E	"lymphocyte antigen 6 complex, locus E [Source:HGNC Symbol;Acc:6727]"	4061	AAH03392	
ENSG00000161021	MAML1	mastermind-like 1 (Drosophila) [Source:HGNC Symbol;Acc:13632]	9794	BAA12114	Hs.631951
ENSG00000161103	AC008132.13	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E2QRI0]			Hs.745076
ENSG00000161133	USP41	ubiquitin specific peptidase 41 [Source:HGNC Symbol;Acc:20070]	373856	CAE52971	Hs.581057
ENSG00000161149	TUBA3FP	"tubulin, alpha 3f, pseudogene [Source:HGNC Symbol;Acc:24067]"	113691		Hs.585006
ENSG00000161281	COX7A1	cytochrome c oxidase subunit VIIa polypeptide 1 (muscle) [Source:HGNC Symbol;Acc:2287]	1346	CCF23103	
ENSG00000161570	CCL5	chemokine (C-C motif) ligand 5 [Source:HGNC Symbol;Acc:10632]	6352		Hs.705978
ENSG00000161654	LSM12	LSM12 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26407]	124801		Hs.355570
ENSG00000161692	DBF4B	DBF4 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:17883]	80174	BAG64361	Hs.369998
ENSG00000161955	TNFSF13	"tumor necrosis factor (ligand) superfamily, member 13 [Source:HGNC Symbol;Acc:11928]"	8741	ABA39072	Hs.54673
ENSG00000162076	FLYWCH2	FLYWCH family member 2 [Source:HGNC Symbol;Acc:25178]	114984		
ENSG00000162373	BEND5	BEN domain containing 5 [Source:HGNC Symbol;Acc:25668]	79656	BAB13864	Hs.734261
ENSG00000162384	C1orf123	chromosome 1 open reading frame 123 [Source:HGNC Symbol;Acc:26059]	54987	EAX06749	Hs.525391
ENSG00000162407	PPAP2B	phosphatidic acid phosphatase type 2B [Source:HGNC Symbol;Acc:9229]	8613	BAA22594	Hs.730129
ENSG00000162433	AK4	adenylate kinase 4 [Source:HGNC Symbol;Acc:363]	205	CAA43088	Hs.662902
ENSG00000162517	PEF1	penta-EF-hand domain containing 1 [Source:HGNC Symbol;Acc:30009]	553115		Hs.470417
ENSG00000162604	TM2D1	TM2 domain containing 1 [Source:HGNC Symbol;Acc:24142]	83941		Hs.276876
ENSG00000162645	GBP2	"guanylate binding protein 2, interferon-inducible [Source:HGNC Symbol;Acc:4183]"	2634	AAH22272	Hs.386567
ENSG00000162650	ATXN7L2	ataxin 7-like 2 [Source:HGNC Symbol;Acc:28713]	127002	CAI22937	Hs.118248
ENSG00000162654	GBP4	guanylate binding protein 4 [Source:HGNC Symbol;Acc:20480]	115361	BAG65113	Hs.409925
ENSG00000162706	CADM3	cell adhesion molecule 3 [Source:HGNC Symbol;Acc:17601]	57863	AAM60749	Hs.365689
ENSG00000162734	PEA15	phosphoprotein enriched in astrocytes 15 [Source:HGNC Symbol;Acc:8822]	8682	BAG53155	Hs.705879
ENSG00000162745	OLFML2B	olfactomedin-like 2B [Source:HGNC Symbol;Acc:24558]	25903	BAD38863	Hs.664007
ENSG00000162772	ATF3	activating transcription factor 3 [Source:HGNC Symbol;Acc:785]	467	BAC05510	
ENSG00000162813	BPNT1	"3'(2'), 5'-bisphosphate nucleotidase 1 [Source:HGNC Symbol;Acc:1096]"	10380	BAG62441	Hs.406134
ENSG00000162897	FCAMR	"Fc receptor, IgA, IgM, high affinity [Source:HGNC Symbol;Acc:24692]"	83953	AAL51154	Hs.145519
ENSG00000162928	PEX13	peroxisomal biogenesis factor 13 [Source:HGNC Symbol;Acc:8855]	5194	EAX00020	Hs.161377
ENSG00000162951	LRRTM1	leucine rich repeat transmembrane neuronal 1 [Source:HGNC Symbol;Acc:19408]	347730		Hs.591580
ENSG00000162975	KCNF1	"potassium voltage-gated channel, subfamily F, member 1 [Source:HGNC Symbol;Acc:6246]"	3754	AAC05597	Hs.23735
ENSG00000162981	FAM84A	"family with sequence similarity 84, member A [Source:HGNC Symbol;Acc:20743]"	151354	CAD10038	Hs.657296
ENSG00000163106	HPGDS	hematopoietic prostaglandin D synthase [Source:HGNC Symbol;Acc:17890]	27306	AAY40905	Hs.128433
ENSG00000163131	CTSS	cathepsin S [Source:HGNC Symbol;Acc:2545]	1520		Hs.181301
ENSG00000163132	MSX1	msh homeobox 1 [Source:HGNC Symbol;Acc:7391]	4487	ABK81117	Hs.424414
ENSG00000163209	SPRR3	small proline-rich protein 3 [Source:HGNC Symbol;Acc:11268]	6707	AAD11938	Hs.727036
ENSG00000163221	S100A12	S100 calcium binding protein A12 [Source:HGNC Symbol;Acc:10489]	6283	BAA12036	Hs.19413
ENSG00000163235	TGFA	"transforming growth factor, alpha [Source:HGNC Symbol;Acc:11765]"	7039	AAF06729	Hs.628298
ENSG00000163283	ALPP	"alkaline phosphatase, placental [Source:HGNC Symbol;Acc:439]"	250	AAA51710	Hs.284255
ENSG00000163286	ALPPL2	"alkaline phosphatase, placental-like 2 [Source:HGNC Symbol;Acc:441]"	251	AAA98616	Hs.333509
ENSG00000163354	DCST2	DC-STAMP domain containing 2 [Source:HGNC Symbol;Acc:26562]	127579		Hs.591491
ENSG00000163406	SLC15A2	"solute carrier family 15 (oligopeptide transporter), member 2 [Source:HGNC Symbol;Acc:10921]"	6565		Hs.518089
ENSG00000163435	ELF3	"E74-like factor 3 (ets domain transcription factor, epithelial-specific ) [Source:HGNC Symbol;Acc:3318]"	1999		Hs.743671
ENSG00000163479	SSR2	"signal sequence receptor, beta (translocon-associated protein beta) [Source:HGNC Symbol;Acc:11324]"	6746		
ENSG00000163507	KIAA1524	KIAA1524 [Source:HGNC Symbol;Acc:29302]	57650		Hs.591308
ENSG00000163565	IFI16	"interferon, gamma-inducible protein 16 [Source:HGNC Symbol;Acc:5395]"	3428	AAA58683	Hs.629190
ENSG00000163568	AIM2	absent in melanoma 2 [Source:HGNC Symbol;Acc:357]	9447		Hs.733411
ENSG00000163618	CADPS	Ca++-dependent secretion activator [Source:HGNC Symbol;Acc:1426]	8618		Hs.654933
ENSG00000163644	PPM1K	"protein phosphatase, Mg2+/Mn2+ dependent, 1K [Source:HGNC Symbol;Acc:25415]"	152926		Hs.709966
ENSG00000163686	ABHD6	abhydrolase domain containing 6 [Source:HGNC Symbol;Acc:21398]	57406		Hs.736139
ENSG00000163694	RBM47	RNA binding motif protein 47 [Source:HGNC Symbol;Acc:30358]	54502		Hs.518727
ENSG00000163734	CXCL3	chemokine (C-X-C motif) ligand 3 [Source:HGNC Symbol;Acc:4604]	2921	AAA03454	Hs.617230
ENSG00000163735	CXCL5	chemokine (C-X-C motif) ligand 5 [Source:HGNC Symbol;Acc:10642]	6374	AAP35453	Hs.89714
ENSG00000163746	PLSCR2	phospholipid scramblase 2 [Source:HGNC Symbol;Acc:16494]	57047	AAF91082	Hs.744414
ENSG00000163754	GYG1	glycogenin 1 [Source:HGNC Symbol;Acc:4699]	2992		Hs.727448
ENSG00000163792	TCF23	transcription factor 23 [Source:HGNC Symbol;Acc:18602]	150921	AAI37192	Hs.591583
ENSG00000163823	CCR1	chemokine (C-C motif) receptor 1 [Source:HGNC Symbol;Acc:1602]	1230	AAV38711	Hs.610546
ENSG00000163840	DTX3L	deltex 3-like (Drosophila) [Source:HGNC Symbol;Acc:30323]	151636	AAP57517	Hs.708262
ENSG00000163875	MEAF6	MYST/Esa1-associated factor 6 [Source:HGNC Symbol;Acc:25674]	64769	EAX07344	Hs.602917
ENSG00000163902	RPN1	ribophorin I [Source:HGNC Symbol;Acc:10381]	6184		Hs.518244
ENSG00000163993	S100P	S100 calcium binding protein P [Source:HGNC Symbol;Acc:10504]	6286	CAA46566	
ENSG00000164040	PGRMC2	progesterone receptor membrane component 2 [Source:HGNC Symbol;Acc:16089]	10424		Hs.668596
ENSG00000164050	PLXNB1	plexin B1 [Source:HGNC Symbol;Acc:9103]	5364	BAG52423	Hs.476209
ENSG00000164053	ATRIP	ATR interacting protein [Source:HGNC Symbol;Acc:33499]	84126	AAL38042	Hs.694840
ENSG00000164054	SHISA5	shisa family member 5 [Source:HGNC Symbol;Acc:30376]	51246		Hs.739088
ENSG00000164086	DUSP7	dual specificity phosphatase 7 [Source:HGNC Symbol;Acc:3073]	1849		Hs.591664
ENSG00000164136	IL15	interleukin 15 [Source:HGNC Symbol;Acc:5977]	3600	AAI00962	Hs.735901
ENSG00000164144	ARFIP1	ADP-ribosylation factor interacting protein 1 [Source:HGNC Symbol;Acc:21496]	27236	BAG61531	Hs.739357
ENSG00000164199	GPR98	G protein-coupled receptor 98 [Source:HGNC Symbol;Acc:17416]	84059	AAD55586	Hs.613157
ENSG00000164270	HTR4	"5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled [Source:HGNC Symbol;Acc:5299]"	3360		Hs.483773
ENSG00000164307	ERAP1	endoplasmic reticulum aminopeptidase 1 [Source:HGNC Symbol;Acc:18173]	51752		Hs.666524
ENSG00000164308	ERAP2	endoplasmic reticulum aminopeptidase 2 [Source:HGNC Symbol;Acc:29499]	64167		Hs.649723
ENSG00000164342	TLR3	toll-like receptor 3 [Source:HGNC Symbol;Acc:11849]	7098	EAX04629	Hs.657724
ENSG00000164347	GFM2	"G elongation factor, mitochondrial 2 [Source:HGNC Symbol;Acc:29682]"	84340		Hs.277154
ENSG00000164400	CSF2	colony stimulating factor 2 (granulocyte-macrophage) [Source:HGNC Symbol;Acc:2434]	1437	AAA98768	
ENSG00000164548	TRA2A	transformer 2 alpha homolog (Drosophila) [Source:HGNC Symbol;Acc:16645]	29896	BAG60948	Hs.445652
ENSG00000164742	ADCY1	adenylate cyclase 1 (brain) [Source:HGNC Symbol;Acc:232]	107	EAW61043	Hs.192215
ENSG00000164808	SPIDR	scaffolding protein involved in DNA repair [Source:HGNC Symbol;Acc:28971]	23514	BAG57563	Hs.654950
ENSG00000164889	SLC4A2	"solute carrier family 4 (anion exchanger), member 2 [Source:HGNC Symbol;Acc:11028]"	6522	BAD92395	Hs.647069
ENSG00000165059	PRKACG	"protein kinase, cAMP-dependent, catalytic, gamma [Source:HGNC Symbol;Acc:9382]"	5568	AAC41690	Hs.158029
ENSG00000165119	HNRNPK	heterogeneous nuclear ribonucleoprotein K [Source:HGNC Symbol;Acc:5044]	3190	BAG62413	Hs.729980
ENSG00000165124	SVEP1	"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:HGNC Symbol;Acc:15985]"	79987		Hs.745131
ENSG00000165131	C7orf34	chromosome 7 open reading frame 34 [Source:HGNC Symbol;Acc:21750]	135927	BAB88941	
ENSG00000165215	CLDN3	claudin 3 [Source:HGNC Symbol;Acc:2045]	1365	AAS07555	Hs.647023
ENSG00000165244	ZNF367	zinc finger protein 367 [Source:HGNC Symbol;Acc:18320]	195828	AAS66302	Hs.609510
ENSG00000165271	NOL6	nucleolar protein 6 (RNA-associated) [Source:HGNC Symbol;Acc:19910]	65083		Hs.634250
ENSG00000165272	AQP3	aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:636]	360	BAA19237	Hs.234642
ENSG00000165283	STOML2	stomatin (EPB72)-like 2 [Source:HGNC Symbol;Acc:14559]	30968	BAG64819	
ENSG00000165458	INPPL1	inositol polyphosphate phosphatase-like 1 [Source:HGNC Symbol;Acc:6080]	3636	AAA50503	Hs.705937
ENSG00000165623	UCMA	upper zone of growth plate and cartilage matrix associated [Source:HGNC Symbol;Acc:25205]	221044		Hs.112998
ENSG00000165650	PDZD8	PDZ domain containing 8 [Source:HGNC Symbol;Acc:26974]	118987	CAH70347	Hs.501149
ENSG00000165669	FAM204A	"family with sequence similarity 204, member A [Source:HGNC Symbol;Acc:25794]"	63877		Hs.621934
ENSG00000165682	CLEC1B	"C-type lectin domain family 1, member B [Source:HGNC Symbol;Acc:24356]"	51266	AAF36777	Hs.409794
ENSG00000165702	GFI1B	growth factor independent 1B transcription repressor [Source:HGNC Symbol;Acc:4238]	8328	AAD08672	Hs.736976
ENSG00000165806	CASP7	"caspase 7, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:1508]"	840	AAC50303	Hs.742363
